eventId,eventType,timestamp,ipaddress,sessionId,userId,pageUrl,browser,
20170522983,pageView,1498068660,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=A-phone&features=camera&action=details,Safari,1
20170522984,pageView,1498068840,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=S-phone&action=details,Safari,3
20170522985,pageView,1498068960,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=S-phone&feature=camera&action=details,Safari,2
20170522986,pageView,1498069020,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=A-phone&action=details,Safari,1
20170522987,pageView,1498069080,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=M-phone&action=details,Safari,1
20170522988,addToCart,1498069200,139.34.57.32,y20170521a1806u34,datkins,/estore?product_line=headphones&product=B-head&action=addToCart,Safari,2
20170522989,pageView,1498133100,119.14.137.99,y20170530a5463u14,sanne,/www.cybershop.com,Chrome,1
20170522990,pageView,1498133160,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=videogames&action=catalog,Safari,20
20170522991,pageView,1498134360,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=videogames&action=catalog,Safari,20
20170522992,pageView,1498135560,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=videogames&action=catalog,Safari,17
20170522993,pageView,1498136580,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=videogames&action=catalog,Safari,10
20170522994,pageView,1498137180,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=videogames&action=catalog,Safari,3
20170522995,pageView,1498137360,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&action=catalog,Safari,3
20170522996,pageView,1498137540,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&action=catalog,Safari,4
20170522997,pageView,1498137780,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&action=catalog,Safari,4
20170522998,pageView,1498138020,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&action=catalog,Safari,4
20170522999,pageView,1498138260,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&action=catalog,Safari,2
20170523000,pageView,1498138380,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&product=D-top&action=details,Safari,3
20170523001,pageView,1498138560,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=headphones&action=catalog,Safari,4
20170523002,pageView,1498138800,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=hometheater&action=catalog,Safari,4
20170523003,pageView,1498139040,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&product=L-top&action=details,Safari,2
20170523004,pageView,1498139160,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=computers&product=M-top&action=details,Safari,2
20170523005,pageView,1498139280,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=headphones&product=D-head&action=details,Safari,4
20170523006,pageView,1498139520,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=hometheater&product=B-theater&action=details,Safari,4
20170523007,addToCart,1498139760,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=headphones&product=ear-phone&action=addToCart,Safari,2
20170523008,pageView,1498139880,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=M-phone&action=details,Safari,1
20170523009,pageView,1498139940,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=M-phone&feature=color&action=details,Safari,1
20170523010,pageView,1498140000,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=L-phone&action=details,Safari,1
20170523011,pageView,1498140060,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=L-phone&feature=color&action=details,Safari,1
20170523012,pageView,1498140120,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=L-phone&feature=processor&action=details,Safari,1
20170523013,pageView,1498140180,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=H-phone&action=details,Safari,1
20170523014,pageView,1498140240,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=H-phone&feature=battery&action=details,Safari,1
20170523015,pageView,1498140300,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=processor&action=details,Safari,1
20170523016,pageView,1498140360,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=voice_assistant&action=details,Safari,1
20170523017,pageView,1498140420,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=camera&action=details,Safari,1
20170523018,pageView,1498140480,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=voice_assistant&action=details,Safari,1
20170523019,pageView,1498140540,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=camera&action=details,Safari,1
20170523020,pageView,1498140600,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=X-phone&action=details,Safari,12
20170523021,pageView,1498141320,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=A-phone&feature=camera&action=details,Safari,1
20170523022,pageView,1498141380,119.14.137.99,y20170530a5463u14,sanne,/estore?product_line=smartphones&product=X-phone&action=addToCart,Safari,4
20170523023,pageView,1498141620,119.55.166.201,y20170601a5463u92,sraman,/www.cybershop.com,Chrome,1
